doc_id,text,sentiment
115,"melia best, stayed melia caribe 5/1-5/5 nothing short fantastic, grounds beautiful staff wonderful friendly, rooms big kings size bed nice size balcony, looked like postcard, did difficult time getting reservations louicito preito tours liberty travel corrected right away, french restuarant excellent, buffets pretty decent lunch breakfast, pool huge swim bar just amazing, lobbies beautiful, read negative reviews life just ca n't understand, husband spoke just loved definately going back-its fantastic,",positive
116,"nice hotel price paid 125 cdn night expedia, close train station walkable distance, staff friendly helpful, no free internet, free continental breakfast good meat cheese fruit cereal buns, tourist sites markets museums walkable distance bring good walking shoes, rooms spacious newly renovated room colours nice clean,",positive
117,"veryveggie, perfect getaway, island breezes quiet pool organic fruit great yoga friendly staff welcoming owners, just celebrated wedding anniversary style studio, helpful, great massages christine super dining suggestions magical island stay vieques hix island house, visit veryveggie.com/blog info photo,",positive
118,"fab hotel great location stayed 7 girlfriends weekend hen party fab, felt really safe hotel staff excellent really helpful, set briliant location near eveywhere including shops, new husband definately going stay later year, said looking no frills hotel look no, clean bedlinen rooms clean tidy arrived clean towels daily, no view werent amsterdam view hotel, great weekend dutch soooo friendly cant wait,",positive
119,"best best, read reviews thought ok just good place happy report better expected, place close times square thought noise, slept window open quiet.the staff level fantastic jump chance help you.the hotel service mind ca n't beaten stayed st regis nyc come time.you walk n't want walk no problem finding cab jumping bus subway.love hotel,",positive
120,"majestic oh majestic took wife 50th suprise birthday, champagne fresh fruit carved tray room shortly arrived, nervous all-inclusive travel, debbie cheap caribbean great, pictures internet good real life n't justice beautiful, great selection food went hungry, french restaurant dissapointing, japanese awesome met great people, like sushi walk no reservation needed, steak seafood restaurants beach great, entertainment activities great, activity group energetic long days work tyson catalina friend michael jackson favorite, activities entertainment day long great, music main lobby night relaxing dominic played sax thomas hotel geust germany played, entertainment night lobby great, missed night fun energetic entertaining beach great, staff friendly, bars great, all-inclusive trip great hard beat, problem pillows, soft recommend majestic wanting inclusive vacation,",positive
121,"honeymoon hell begin, arrived hotel staff did n't paperwork confirming vacation, thank god intelligent records receipts able reservations, sent room supposed honeymoon sweet inside double beds pushed, n't know 20 newlyweds prefer separate beds, somewhat humorous delighted room adjacent swim bar alcohol thing makes place better not room 10 minutes maintenance man entered knocking began fix tile bathroom area, decided sit balcony finished wanted throw suits hit beach 20 minutes, called desk asked bed situation suite situation finally going fix situation, said upgrade different room 50 dollars night, said yes expecting room perfect kept room 350 dollars, new room floor walk really n't walk screen broke ants begging let king size bed lights worked thank god bathroom getting ready terrible pair slippers no robes no towels toilet paper, immediately called desk told problem fixed immediately reminded honeymooners expected package offered honeymooners delivered new improved room, returning dinner casino evening husband went bed, 2:30 phone started ringing convinced calling wrong room ignored not ignore pounding door began 3:00, husband woke answered door desk staff member security officer, broken english demanded know room husband explained upgraded staff member said lost reservation sign sheet come dest sign, husband told care morning slammed door face, went desk morning working no idea going willing able pull check materials file, confused relieved continued day, lunch returned room letter stuck door requesting come desk immediately, did occur occurred morning, room none light bulbs replaced nor did towels toilet paper robes, called requested, make long story little bit shorter recieved new light bulbs actually good thing n't able view bugs easy, recieved robes toiletries saturday arrived wednesday, got honeymoon package night recieved breakfast bed candlelight dinner described vacation package, days vacation did n't recieve maid service, food absolutely horrible begs differ obviously star restaurant, fact food terrible day saturday ate steakhouse sick stomaches duration trip, returned home wednesday husband sick friday called doctor advised come immediately, examining husband sent directly emergency room concerned food poisoning recieved resort agitated husbands appendix excessive barfing/ diarrhea apparently affect undergo entire days worth tests permitted home advised cross dominican republic list places visit caribbean, reviews read suggested people bad reviews just overexaggerators hospital prove, advise spend money resort, spent 3500 thought getting great deal, advice spend 500 stay sandals resort jamaica dominican nothing bad news,",negative
122,"scared stayed wife hotel really disgusted, fleas bed water pressure shower ridiculous count number water drops/minutes bathroom old dirty, no telephones room no air conditioner n't sleep warmer day no wireless, hotel web site does n't really impression rooms, got budget hotels san diego los angeles trip scared, try budget option trust,",negative
123,"n't know reviewers stayed girlfriend just returned copamarina- letdown, previous trips pr stayed rincon beach resort anasco thought try different, variety spice life, hotel isolated absolutely nothing nearby, given room literally quarter mile desk open bar, issues leach field/septic tank odor offensive 24/7, housekeeping service staff happy deal, poor service norm, stay expect nothing nearby terms amenities deposits beach towels disappointing shoreline, planning puerto rico make vieques rincon- n't bother place,",negative
124,"bed bugs stayed hotel past weekend, returned home bed bug bites, did n't realize home day, spent entire week worrying brought home, not able enjoy benefit weekend away returned way stressed left, service hotel not good, problem room key did n't work return lobby re-set, not people working bars/restaurants led slow service, n't hotel unless want treated poorly staff bugs,",negative
125,"avoid country booked four-day family easter break visit royal easter sightsee..most disappointing, hotel packed capacity, room small dirty needed coat paint good scrub, bed bugs cold showers morning 2 wall containers shower gel no soap shampoo complimentary breakfast ran seating food morning, stayed previously enjoyed repeat customers thought patronage rewarded, camping preferable endured cheaper, hotel encountered bed bugs travelled extensively australia overseas, complained leaving management no empathy busy easter period no excuse,",negative
126,"n't word rubbish, granted stay brief just left bad taste.i checked late 10pm long train ride, it__Ç_é_ small dark reception keeping theme staff cold terms welcome gave, room given minute nyc standards kind generator industrial ac just outside window noisy 747 view brick wall no foot away, added right opposite lift suffer pinging revellers noisily stumbling night, time checked got cupboard tired argue switch getting early flight point decent establishment cared it__Ç_é_ customers reputation not designated guest room, fit storing cleaning equipment 350 night felt robbed, cap stepped shower 5:15am not pleasantly surprised hot water gone hike, terrible thing place got going it__Ç_é_ slap bang middle midtown manhattan seconds times square attractions area right doorstep, that__Ç_é_ place, staggered seemingly good reviews place got trip advisor, advised it__Ç_é_ no good,",negative
127,"location 10 hotel 2 know really got pretty bad experience hotel feel need log trip advisor rate place 48 hours getting home, second comments overall feel place n't know hotel featuring website parts saw including creepy dingy room labyrinthine gerbil cage hallways looked like n't cleaned painted 70, room dated awful cheap paneling, twin beds like sleeping slab surgical theatre, required creaky anxiety inducing elevator rides meters walk just floor room, staff really unfriendly case florence places, sequestered airless dark meeting space breakfast breakfast tables filled, 350 night hotel positive location,",negative
128,"not stay stayed pickwick hotel meeting end october 2008. purchased room hotwire.com read good reviews hotel did not like stay, placed 2nd floor room close street extremely noisy, got waken night noises street hall, hear people sneezing rooms, old rooms old places smells morning smell kitchen food prepared greasy fried food, good location not stay, price pay 4star new hotel lot offer like, silence,",negative
129,"really awful hotel based reviews inclusion conde nast traveller gold list shocked eliot hotel, staff incompetent fond giving incorrect answers questions totally unsupervised, wife checked room discover shower fell apart turned knob outfitted shower head unacceptable motel 6. door house heating refused stay closed opened not room refusal remain warm winter night, attending wedding door returning 10 past 12 told limited room service menu available, ordered turkey sandwich told 45 minutes hour crack staff simple meal settled wait meal, 15 minutes later received telling no turkey sandwich left things happen world does hotel pretends high class appointed professional staff long discover n't turkey house, especially things allowed order past arbitrary midnight cutoff, housekeeping staff pounds door 6:15 sunday night turndown way shortly asked return later, got home event untouched room par course mess hotel, stay boston eliot not worth time nor money,",negative
130,"foul smell peek-a-boo harbour view room arrived hotel late night tired trip greeted loud unpleasant karaoke singing lobby, given room smelled cigarette smell, paid habour view room given room partial view, complained smell view receptionist told hotel partially blocked building not possible view, told veiw better morning, knew not true saw pictures site, tired did n't want bother view smell really bothered asked changed room, new room given smell, totally disappointed hotel thought good reading reviews,",negative
131,"ugh, nasty filthy smelly jaded faded, great location, did week better federal prisons,",negative
132,"homework book bavaro princess don__Ç_é_ care cockroaches mosquitoes floods suite bavaro princes destination, don__Ç_é_ care customer service fighting way eat spot swimming pool bavaro princes destination.i belive long time ago resort used 5 stars time lost 1.5 2 starts, strongly believe resort rated 3.5 stars.on positive note beach fantastic food okay__Ç,",negative
133,"look shabby large hotel absolutely no room service breakfast, old tv refrigerator did n't work, nice pretty good location near international marketplace waikiki beach meeting point tours meet, macy look unless really good price,",negative
134,"think 3 times choose hotel, recently took week long vacation friends family party 4 punta cana dominican republic, stayed barcelo bavaro beach resorts consists 5 different hotels, recommendation given travel agent stay barcelo bavaro, entering hotel lobby area immediately not impressed, decor plain tables area dirty, stepping desk no friendly greeting simply accepted smile right shortly, rooms basic air-conditioner located ceiling leaked water floor slippery wet type floor tiles used, food survival food, eat order stay alive, feel visit foreign country try selection make people feel home, e.g, does not eat pork, don't.. chef make scrambled eggs omelette ham cheese bacon bits scrambled eggs buffet table ham instead just plain eggs, returned d.r, 3wks ago humble writing inform deciding stay barcelo bavaro beach resorts think 3 times stayin,",negative
135,"globalia global disaster, absolute worst vacation life, let start saying bad beginning end, desk service person hurry way checked, entered room ants bathroom sink, tub dingy housekeepers hesitant clean, acted bothering entire weekend, service restaurants awful, hardly spoke english felt isolated understand needs requests, food restaurants prison slop, everyday went buffet saw leftovers previous day, actually saw hair french toast morning employees attitude told, beach not clean seaweed sand philthy.the resort nice spa entertainment, presented michael jackson impersonator excellent,",negative
136,"not expect gone puerto rico holidays ocassions time stayed rincon beach hotel feb 2006. not say bed sheets bathroom linens holes stains.- rust present metal areas including bath tub missing bathtub plug.- desirable restaurant service.- 2 3 lamps not working order.- broken window latch.- missing room entrance door weather stripping.on plus beach great not justify cost reason return,",negative
137,"lugage stolen room beware partner decided stay dylan hotel weekend fantastic reviews hotel, not fault service received staff luggage stolen hotel including passports house keys car keys clothes shoes hotel paid taxi police station expected look, hotel calibre service received disgusting, trying compensation hotel no luck far not repayment taxi fare, beautiful hotel enjoyed stay steer clear hotels chain not care simple things like guests safety luggage, having spoken police night theft apparently 10 couples experience weekend,",negative
138,"poor cast won t speak speed spanish terrible english, no non smoking area room noisy work progress building nearby walls, people not really friendly, breakfast poor, not included price,",negative
139,"dog day afternoon dump, infested roaches molds wold not let dog stay, book hotel paid not stay all. pay day gave credit card,",negative
140,"ruined romantic weekend planned romantic weekend dauphine orleans hotel wife birthday, just married december 2004 wanted make birthday celebration truly special, booked suite dauphine orleans ordered callalillies surprise start weekend.upon arrival immediately noticed peculiar placement lounge chairs bedroom, moving chairs walk bed enormous dead cockroach chairs, walked lobby asked attendant room cleaned took wife drink.while taking care problem inquired flowers delivered hotel, attendant informed flowers arrived delivered wrong room, bellman retrieved wrong room brought suite disruptive manner, needless say surprise ruined.my wife did drink determined make sure rest weekend romantic relaxing.after spending time quarter returned room decided sleep early disturbing food-like odor eminating beneath pillows not able identify, wife ended sleeping couch.the morning left 11am explore shops royal street, return 3pm pleased room cleaned, decided relax room little evening, arrival cleaned room female hotel staff members barged tender moment, intrusion definitely killed mood embarassing say least.we trying recover disruption weekend spotted running room, kept watching horrified mice running hotel room, immediately called desk told not stay night place,",negative
141,"hospital stayed 2 weeks got sick stomach upsets partner fit 25 year old ended hospital 3 long days__Çî__otal nightmare food poisoning.the beach hospital clean not sure kitchens,",negative
142,"worst vacation, let state 8th, vacation caribbean 1st time dominican rep. apple vacation, traveled wife kids 12 11. high expectations relaxing week decent weather.on arrival hotel asked quiet area kids tired 3:00, wake flight, placed room literally beach party band playing max vol, past midnight, room small old furniture shower did not work water leaked ceiling bathroom, asked moved room, room marginally better bar music playing past midnight alternating rowdy screaming variety different languages, not resort families looking relax, suited couples singles, none sleep kids not wait leave, final straw daughter got sick water food, booked 8 day stay left 4 days arrival flight day st louis paid additional flight chicago.the food abundant mediocre quality fresh fruit, constant shortage utensils clean plates service ok. memorable seafood dinner serving clearly rancid shrimp, cleanliness issue outdoor buffets.the grounds nice generally maintained beach clean crowded towels short supply certain times day, european topless attire pool beach issue you.staff tried helpful max capacity winter vacation not accomodating, prices nuisance phone calls locally outrageously expensive 27.00 dol.for 30 min, sunscreen lotion 25.00 dollars small tube, needless say near resort exception generally positive experience expressed glad forum tell expect, not spoiled travelers expect best understand 3rd, world country different standard living traveled extensively central amer.and asia trip huge disapointment,",negative
143,"7 nights turned 3 wanted home let start saying punta cana beautiful place streets resort.i sorry say thing good trip punta cana, girlfriend paid beachfront room clear view ocean sent room hotel little garden area not glimpse beach ocean, felt like staying quality inn food day got 2pm hungry, buffet just opened decided lunch..this day excited ready great time..the moment stepped buffet area knew trip doomed..i str8 fruit line grab slice watermelon bird comes crawling mouthful melon, birds constantly time buffet open..none staff attempted birds away cheese goat cheese smelled like zoo, hamburgers horrible, n't think real beef staff little restaurant left pool horrible..my girlfriend ordered burger delivered delivered str8 lap, waitress actually dropped plate table hard burger flew landed lap..the beach beautiful way people relaxing trip staff horrible went walking beach 2nd day visited little shops beach looking turned headed chairs, way gentleman ran asking come shop come shop replied return later replied exact words black white..that sent girlfriend tears humiliated life..this man not knowing aunt 3 mixed kids service terrible, speak english would'nt advise going bar restuarant try ordering, staff did'nt understand word saying ordered..they drink wrong thing..a jim beam coke is'nt blue color trip resort horrible guide vacation express outstanding..after birds smells rude staff things jose vacation express helped flight home 5 days earlier scheduled departure time oh forgot..do not touch pictures close monkeys guys walk beach gf recieved nasy rash/scab type thing neck day took picture monkey shoulder,",negative
144,"unhelpful hotel long flight form uk met 3 members staff checking tried best not deal me.they rude unhelpful said staff 9th floor resturant.the rooms clean comfy not worth money.the staff ruder morning checking out.if want stay hotel thats run staff place certinaly wont,",negative
145,"worst vacation really looking forward vacation punta cana, 11/11 11/18, 2nd anniversary called hotel ahead time let know special occasion, gave room building 7 decent view ocean, room ok clean, gave bottle champagne arrival nice, went downhill second night digital camera stolen guests hotel, knew took security did best help nothing, vacation ruined point kept getting worse, camera bag stolen hotel key safe key inside, hotel pay 75 replace asked change rooms day no longer felt safe, did n't want pay felt no choice.the food horrible, felt like eat nothing tasted good, did n't edible no taste, fruit tasted like sitting hours, lived bread butter, did really like omelettes morning japanese place dinner pretty good, drink situation ok. better, inclusive resorts offer beer plus better selection disappointed offered local draft beer breezes.the beach pretty water nice, windy time waves pretty big did n't mind, red flag time means wo n't rent let water activities, current strong careful, day able rent snorkel equipment hour, longer hour charge, brought knew ahead time, really did n't matter n't anyway.the icing cake picked bacterial infection hotel discovered got home, going doctor told got pool towels, guess towels gross not washing properly, disgusted especially went through.i breezes resort especially punta cana, traveled world nightmare vacation like, ca n't imagine people given hotel good review, conclusion not familiar better places travel, opinion breezes resort free,",negative
146,"terrible hotel 1 2 stars, avoid hotel, not clean rooms old, time walk floor squeekes terribly, surrounding area not safe weird breakfast limited definetly not 3 star, not recommend hotel believe,",negative
147,"hilton family tend hotels, place horrible, furnishings worn lobby horrible odor septic tank, rooms small old, bathrooms need repair, q-tip floor hallway entire stay, tried rooms worse stayed nights moved competitor rest vacation, beach not groomed lots garbage cigarette butts, pool mold stairs floating garbage cups, staff friendly oblivious used surroundings.this definitely affect hotel stay time travel hilton not list,",negative
148,"worst vacation, just returned punta cana disappointment, can__Ç_é_ speak spanish 2 staff spoke english, not waste money vip..what joke, booked, tried use free snorkeling trip pass days left booked no told day got make arrangements, saw people not vip beachfront rooms not, miniature golf course funnier.. wish picture importantly food, oh god worst food ever.. prepared bad reading reviews gross, sit day started just eat bread stale, went 5 people got sick.. chills sweating profusely, didn__Ç_é_ bottled water room bars lobby bar, spent half vacation waiting trams bring places place big running wouldn__Ç_é_ till filled, sorry offends wish believed reviewers felt way, traveled lot worst vacation, questions just ask__Ç br/,",negative
149,"not stay just came short 2 nights break amsterdam booked hotel priceline reasonable rate, excited new moevenpick hotel stayed times hotels globe, experienced lack staff moevenpick property, maybe relatively new staff not trained booked 2 rooms arrived quite early morning did not expect rooms ready, took reservations given 1 room ready told ready 3 p.m. it__s official check time fair, came town 5 p.m. room not ready asked explanation got response housekeeping busy did not manage clean rooms maid 25 rooms clean thought care, paid rooms want explanation issue management short staff finally said second room soon room ready pick keys..they said ok, 6.p.m came ask room ready forgot room number, day wanted boat trip took brochure hotel timetable 4th november went concierge asked new valid no change concierge stared me..this not possible checked twice went office brought pack new actual brochures saying thank information sir thought ok staff notice met lots people hotel dealing problem finally wanted heineken brewery tour double checked directions concierge went quite surprised exhibition closed 1 month ago end 2008 did not know hotel rooms ok nice view city quite cold set heating maximum, dissapointed moevenpick property definitely not stay choose nh hotels centre krasnopolsky city center nh schiller, not write review experienced staff short word apology signal care guest hotel,",negative
150,"hotel le suck agree rest poor reviews hotel received, told shuttle airport hotel, n't, staff young not knowlegable, room small dirty smelled smoke, nonsmoking rooms ashtrays, carpets mattress sheets old stained, sheet n't fitted end sleeping dirty mattress, hotel basically worn smells mold mildew, having water leaks recent rain, changed rooms night rooms east building bit cleaner, overall value poor, hotels new orleans know large conventions going town, receive print number rooms needed really soak shortage rooms.warning, watch hidden charges internet hookup safe use, kick ass checking pressed time receive extra 7 dollars day, fairness small sign corner mentions extra charges.i not stay, buyer beware,",negative
151,"just warned just returned trip ocean blue couple, pregnant certainly not looking party atmosphere lived europe point consider extrememly traveled, said goes review yes resort gorgeous, punta cana ocean blue definitley puts resort shame terms layout rooms pool area, greater shame employees just n't care resort visitors.our friends no hot water entire time, yes sent maintenance day actually able fix wants spend entire vacation waiting maintenance, thank god room door theirs use shower, upsetting apology offer transfer room nothing, just sitting waiting maintenance workers day, final day pins toilet popped bathroom flooded, called customer relations told wait maintenance, reason came stop water gushing maid saw happening placed frantic phone, lovely.my key ceased working twice days, time luckily ran worker let room, time called friend room waited hour half come, did n't called time promptly yelled man desk, need clarify not yeller promise not rude antagonizing way, finally showed key did not work, golf cart taken desk hours initially wanted retire evening, got desk man yelled basically tossed key completely blew asked mean, quite obviously did not care brink tears, nice.our husbands wanted resort billed beach golf resort, not planning golfing, actually funny little knew golf course property, concierge asked different answer cost mind actually staying called golf junior suite tee times catch shuttle shuttle basically no resort knows resort leave frustrated angry having actually answer, gotten blank stares n't knows irritated looks remove cell phones ears help out.these just examples happened trip, hate complainer just really n't want waste money nicer pleasant places like turks caicos bermuda bahamas, friends likely writing review not making up.one note leaving elite club private checkout told issues promptly blown informed owed 30 bottle wine, talk wanting scream frustration,",negative
152,"avoid costs, book hotel smit nights early june 2007. lasted 1 night, hotel quite literally building site, radiators double glazing panels left lying workmens equipment floors, lift operation stairs quite frankly dangerous, room not clean wallpaper hanging walls carpet disgusting stunk stale cigarettes holes ceiling, bed date passed years ago, clearly hear guests doing door, paper walls cap badly bitten infestation night, ended clothes bed bed n't clean, hotel needs closed fully refurbished, location totally misrepresents appalling quality disgusting, use peril,",negative
153,"n't melia, not hotel, food simply horrendous no matter beautiful grounds look good golf great weather just n't worth wife traveling 16 years sorts destinations locations, st. thomas st. johns st. maarten puerto vallarta manzanilla las hadas hyatt cerrromar puerto rico st. lucia aruba cancun, experienced travelers try choose ou destination carefully save year away 7-10 days special place.we just returned 8 day vacation, 4/19 4/28 not stress bad food, think n't matter spend time room toilet just n't fun, went e.g, breakfast casino beach shopping main topic conversation food, lucky travelers got leave trips early penalty airline, spent 2800 n't afford spend couple dollars travel outside scheduled departure date.go figure does n't genius gift shop sold maalox pepto bismol tuesday, unfortunately bought bottle figuring n't, way shelves fully stocked ex-lax phillips milk magnesia, wonder people did n't buy shelves maalox, met couple louisville kentucky said entire group diarrhea, 32 people, said handle breakfast, say thing started eat sugar pops frosted flakes good old cereals, people eating eggs cooked bread ok. forget lunch dinner, dinner incredibly inedible, n't ing write travel agent apple type remuneration catastrophe, gave week free not accept, ca n't again.i feel sad wife especially does not paid taking work, looks forward activity year turns disaster feel responsible arrange vacations, feeling effects hope counter medicines effect soon.do not hesitate write ask questions gypsywizardry aol.com, want help make better choice did,",negative
154,"hated, just returned diamond palace hotel casino puerto rico palace definately used loose manner say location hotel hotel hmmm like motel hourly great central dining beach block away rooms desired 1975 imagine, staff oh staff word rude, traveling budget enjoy fend type atmosphere place works want enjoy vacation return home rested try marriot street ashford avenue better best western avenida deigo checked palace early stayed best western called best western palace staying felt like vacation vacation diamond palace,",negative
155,"tired rooms poor service noisy refurbishment new husband stayed hotel recently honeymoon, stayed total 8 properties 3 week trip australia getting negative review.firstly plus points- fantastic location not better stunning views bridge opera house, concierge helpful friendly guy brought bags lovely able recommend good restaurants, me- thats it.the room tired furniture bit 80 clean just did not high quality finish look expecting hotel chain reputation, just not opinion 4* quality, thing really irritating lack mirror dressing/writing table, mirror applying make bathroom just like sit mirror time getting ready, guess not paid room not issue just felt not good value money, think did not help stayed shangri la hotel hong kong not rooms stunning absolutely gave special treatment, major gripe hotel definately form room refurbishments going floor, day arrived tired flights attemtped pre dinner nap 4.30pm loud banging drilling, called reception explained told work going finished 5pm, asked going continue stay told hours 9am 5pm, not really happy not warned refurbishment booked decided let lay figured probablly just grumpy long flight lack sleep, morning ring reception work clearly started 8am prettty fobbed told far concerned not supposed start 9am, nobody came relaised stage nobody interested, morning leaving drilling started 7.30am, not noise upset complete lack service went follow complaint.the hotel does need updating understand going feel aware booking going disturbed noise stay.another thing little annoying twice came turn service 6.30pm whilst getting ready evening, surely people time evening having showers,",negative
156,"nasty n't waste time money site late, pay did not stay, room scary, reservation lost 10 minutes waiting pulled totally nasty room, course no apology, asked room told none, course charged credit card 1 nights stay called speak manager got run lies downright nastiness, horrible people, conflicting falsehoods shownmany rooms person initial reservation told cancellation policy does n't work anymore unprofessional, scramble new orleans durring busy time place clean stay, upsetting 1,000 miles home,",negative
157,"good location bad room owl hotel close leidsplein holland casino, steps voldelpark museum plein.the room small no facilities inside, window broken wind entered, heating window, bathroom poor towels old.the included breakfast dutch style.it quite expensive star hotel,",negative
158,"checked immediately checked, tour pacific north west pre-booked junior suite rate c. 470 night, arrival 21st floor musty smell neglect tobacco spite smoke-free claims hit, suite turned 2 adjacent not adjoining rooms dark unclean uncared just plain shabby.the bed base stained bathroom tiny no separate shower general facilities incl, ancient t.v, befitting cheap motel.we immediately compained asked modern suite told none available added confession hotel overdue renovation, credit manager desk clerk dealt courteous professional manner called pan pacific turned far superior spacous clean beautiful recent opening cheaper 291, result experience immediately cancelled booking westin vancouver later tour changed pan pacific superb, sadly think westin sliding downhill resting laurels glory not good today market,",negative
159,"star nightmare, stayed hotels boston ranging 2 4 stars say stay ho-jo fenway stay terrible hotel, heater pumping 80* room no relief window opened did not, bed double not queen-size paid told desk supposed get.the worst far tried finally sleep- loud obnoxious party hall, 12:30 night called 4 times desk, times, security did not final time went downstairs pj tell n't taken care, star security just standing walkie talkies party continued doors wide opened, finally stated willing switch room, 1 morning packed stuff room, 2nd room smelled like died, luckily heater n't broken odor horrible, decided make best clearly telling apathetic staff hotel wrong waste energy, morning spoke manager told awful experience, told wanted party hall keeping hours night small bed broken air room stayed 1 2 star motel/hotel, instead opted pay hundreds dollars stay star hotel night, no mention taking comping stay, did offer free upgrade free breakfast time stayed fairmont copley plaza, course happen, save hundreds dollars spend joke star,",negative
160,"worst vacation just returned spending week majestic colonial hands-down worst hotel/resort stayed, food worse cafeteria drinks watered tiny cups blasting cc music factory starting 8am 11pm, 7 nights stayed room 4 times got day room filthy, noise worst, nothing relaxing trip blasting music entire time, reasons room cleaned start cleaning service 7:30am not disturb sign door knock, acoustics hear walking ground floor floor 4. unable single night sleep, n't think way recommend staying majestic colonial, furthermore ca n't believe place high rankings does, awful,",negative
161,"disappointed service there-the restaurant open breakfast sun-when wanted lunch, not quick place grab bite eat sirens galore idea town location in-and staff extremely rude not helpful, advice-pay little stay better town,",negative
162,"horrible place matches hilton chain hotel far worst hotel experiences rude staff lazy staff dirty room, list goes on.hmmm billing issues desk charging items not purchased nothing, basically told did not want experience problems not stayed property desk manager, horrible careful property,",negative
163,"simply.terrible look lobby hotel think just art deco hotel miami decent, walk hallway rooms know mistaken.the rooms terrible nothing original, carpets dirty stains shower no pressure paint coming walls bed sheets yellow dirty bathroom door doesnt close closet dirty bed broken leaned day list goes on.i strongly urge no hotel havent hotel miami beach imagine better,",negative
164,"disappointing setting lovely service poor security issues deal, prepared electricity periodically, pools small considering labeled resort, restaurant par isolated beach difficult navigating night eatery unless know way around.pretty disappointing experience overall,",negative
165,"watch bad tast gone bad vacation, terrible vacation augest 2008. hotel bad, no hot water shower, water presure low, partio class door broke lock not working, room smell chemical, water leake ceiling, food bad no consistence tast, mislead information, althought service people try good job management systems infastructure, personally talke senior management problems, thier atttude leave, lot promisse not delevery, slow, request extra towels bed, days said check room not,",negative
166,"staff totally different planet, husband stayed pan pacific singapore 1 night weekend away, reservation online weekends package hotel offering online, stayed room 29-13.i wanted change details called hotel help, bad idea did n't know package booked kept asking got right hotel, exasperating 15 minutes phone hotel trying explain booked online reservation form managed resolve issue hotel website online phone staff help.on day checked informed reservation cancelled impolite manner, husband english ca n't speak mandarin, hotel check-in staff started speaking mandarin totally disregarding husband, thought inconsiderate staff 5-star hotel multi-racial country aware sensitivity, not, hotel kindly reinstate reservation not aware package comes, remind hotel staff happened stay, good thing upgraded room paranomic room paranomic balacony room, room typical 5-stars hotel good amenities comfy bed, bathroom sparkling clean shower difficult figure, spent 10 minutes trying read instructions given, balcony boring ugly balcony seen hotels, view good excellent view singapore skyline particularly breath-taking night, room service fast efficient, food nice serving big, check-out billed things supposedly free came package, pointed check-out staff counter-offered opinion forcefully putting nicely, end feel hotel doing goodwill waiving charges reservation printout stated, generally hotel delivered, staff did not, felt staff ill-informed impolite,",negative
167,"rude dirty dishonest, wife arrived long flight september return, pre-paid priceline given room small not stand open suitcases, promised air conditioning absent.when asked change sent different hotel 3 blocks away, settling barely passable room told not stay required return original room aviatic, declined refused refund left, aviatic staff rude rooms dirty clear bait-and-switch aspect thing, surmise use priceline dump worst rooms customers locked paying no recourse.there lovely choices st. germaine..go,",negative
168,"hotel dodgy guys tried rip n't stay dodgy, arrived long trip udine thinking nice stay air conditioned room peak summer.to no avail apparently room drainage problems hotel hotel colorado, hotel derby 2 star colorado 1 star, paid 2 star guy counter didn t care mention entitled refund deduction payment graded, argue numerous times staff hotels end talk owner phone guy crack head phone n't colleague telling calm down.i n't understand tried rip got like n't understand peeved, incredible, n't got refund minute way n't dodgy just useless.i n't recommend place staff friendly dodgy dodgy dodgy,",negative
169,"wo n't stay friend stayed 5 nites hated, paid stay got did not option change hotel, rooms small bad smell 5ft 2 girls, booked twin bed room gave queen size bed room no rooms availble, wait somebody check, staffs not friendly ony, n't know culture n't think repect women, pretty rude asked questions compare japanese people, room price charged sure better hotel, friend said wose motel 6,",negative
170,"disappointed just returned weekend getaway new orleans, chose dauphine orleans hotel, stayed hurricane katrina beautiful newly decorated new room.after told no refunds arrived lobby ceiling tiles falling extension cords box fans wired air conditioner vents dirty room blotched ceilings poorly patched dirty floor bathroom ice bucket not emptied coffee not supplied poor air conditioning.upon speaking guests couple changed rooms twice stay faulty air conditioning.i understand new orleans went hurricane hotel not prepared open completely renovated not open, gives poor idea progress new orleans not fair establishments successful.we return beloved new orleans not dauphine orleans,",negative
171,"think convicts live better stay memorable experience, place horrible, hope lot sleep home wo n't, beds hard better floor, mention iron fencing head board, room reminded cruise ship cabin hell equipped 19 tv screen, dead bugs stuck ceiling hallway, tub filled ankles showering forget added bonus water covering floor condensation shower lack vents bathroom, city outside enter room no, yes windows painted, pick snacks drinks entering building 1 vending machine located 11th floor old dirty half, discover soda machine probably located floor just left 1 2 emergency stairways, high-rise shack equipped 2 elevated hold 12. hope patience, better stay nearest econo-lodge, positive thing say home,",negative
